Ref,Title (EN),Publication date,Authors,Publisher (EN),Keywords (EN),Country:CountryNameEN,Country:CountryNameES,Country:CountryNameFR,Language of the document,FileName,Publisher (FR),Publisher (SP),Title (FR),Title (SP),Type of the document (EN),Type of the document (FR),Type of the document (SP)
250,Second Joint WTO-OECD Report on Trade-Related Technical Assistance and Capacity Building (TRTA-CB),2003,Organisation for Economic Co-operation and Development (OECD); World Trade Organization (WTO),Organisation for Economic Co-operation and Development (OECD),SPS-General,,,,EN,Second Joint WTO-OECD Report on Trade-Related Technical Assistance and Capacity Building (TRTA-CB).pdf,Organisation de Coopération et de Développement Économiques (OCDE),Organización para la Cooperación y el Desarrollo Económico (OCDE),Second Joint WTO-OECD Report on Trade-Related Technical Assistance and Capacity Building (TRTA-CB),Second Joint WTO-OECD Report on Trade-Related Technical Assistance and Capacity Building (TRTA-CB),Other,Autres,Otro
251,South-South Trade in Asia - The Role of Regional Trade Agreements,2008,United Nations Conference on Trade and Development (UNCTAD); Japan External Trade Organization (JETRO),United Nations Conference on Trade and Development (UNCTAD),SPS-General,,,,EN,South-South Trade in Asia - The Role of Regional Trade Agreements.pdf,United Nations Conference on Trade and Development (UNCTAD),United Nations Conference on Trade and Development (UNCTAD),South-South Trade in Asia - The Role of Regional Trade Agreements,South-South Trade in Asia - The Role of Regional Trade Agreements,Other,Autres,Otro
252,"Special Event on Impact of Climate Change, Pests and Diseases on Food Security and Poverty Reduction",2005,Food and Agriculture Organization (FAO),Food and Agriculture Organization (FAO),SPS-General,,,,EN,"Special Event on Impact of Climate Change, Pests and Diseases on Food Security and Poverty Reduction.pdf",Organisation des Nations Unies pour l'alimentation et l'agriculture (FAO),Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO),"Special Event on Impact of Climate Change, Pests and Diseases on Food Security and Poverty Reduction","Special Event on Impact of Climate Change, Pests and Diseases on Food Security and Poverty Reduction",Report,Rapport,Reporte
253,SPS Capacity in Sierra Leone,2006,Kofi Humado; West Africa Trade Hub (WATH),United States Agency for International Development (USAID),SPS-General,Sierra Leone,Sierra Leona,Sierra Leone,EN,SPS Capacity in Sierra Leone.pdf,United States Agency for International Development (USAID),United States Agency for International Development (USAID),SPS Capacity in Sierra Leone,SPS Capacity in Sierra Leone,Report,Rapport,Reporte
254,SPS Related Technical Assistance Activities (KEPHIS),2011,James Micah Onsando,Kenya Plant Health Inspectorate Service (KEPHIS),SPS-General,Kenya,Kenya,Kenya,EN,SPS Related Technical Assistance Activities (KEPHIS).pdf,Kenya Plant Health Inspectorate Service (KEPHIS),Kenya Plant Health Inspectorate Service (KEPHIS),SPS Related Technical Assistance Activities (KEPHIS),SPS Related Technical Assistance Activities (KEPHIS),Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
255,SPS-related technical assistance and capacity building activities,2010,European Commission,European Union,SPS-General,,,,EN,SPS-related technical assistance and capacity building activities.pdf,Union européenne,Unión Europea,SPS-related technical assistance and capacity building activities,SPS-related technical assistance and capacity building activities,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
256,Standards and Global Trade: A Voice for Africa,2003,The World Bank,The World Bank,SPS-General,,,,EN,Standards and Global Trade - A Voice for Africa.pdf,The World Bank,The World Bank,Standards and Global Trade: A Voice for Africa,Standards and Global Trade: A Voice for Africa,Paper,Papier,Papel
257,Standards-as-Barriers versus Standards-as-Catalysts - Assessing the Impact of HACCP Implementation on U.S. Seafood Imports,2003,Sven M. Anders; Julie A. Caswell,University of Massachusetts Amherst,Food Safety,,,,EN,Standards-as-Barriers versus Standards-as-Catalysts - Assessing the Impact of HACCP Implementation on U.S. Seafood Imports.pdf,University of Massachusetts Amherst,University of Massachusetts Amherst,Standards-as-Barriers versus Standards-as-Catalysts - Assessing the Impact of HACCP Implementation on U.S. Seafood Imports,Standards-as-Barriers versus Standards-as-Catalysts - Assessing the Impact of HACCP Implementation on U.S. Seafood Imports,Other,Autres,Otro
258,Staple Foods Value Chain Analysis - Country Report: Malawi,2009,Chemonics International Inc.,United States Agency for International Development (USAID),SPS-General,Malawi,Malawi,Malawi,EN,Staple Foods Value Chain Analysis. Country Report - Malawi.pdf,United States Agency for International Development (USAID),United States Agency for International Development (USAID),Staple Foods Value Chain Analysis - Country Report: Malawi,Staple Foods Value Chain Analysis - Country Report: Malawi,Paper,Papier,Papel
259,"Strategic Planning Workshop and Steering Committee Meeting, ICARDA, Aleppo, 10-14 February 2008 - Summary record of proceedings and decisions",2008,B. James,Systemwide Program on Integrated Pest Management (SP-IPM),SPS-General,,,,EN,"Strategic Planning Workshop and Steering Committee Meeting, ICARDA, Aleppo, 10 -14 February 2008.pdf",Systemwide Program on Integrated Pest Management (SP-IPM),Systemwide Program on Integrated Pest Management (SP-IPM),"Strategic Planning Workshop and Steering Committee Meeting, ICARDA, Aleppo, 10-14 February 2008 - Summary record of proceedings and decisions","Strategic Planning Workshop and Steering Committee Meeting, ICARDA, Aleppo, 10-14 February 2008 - Summary record of proceedings and decisions",Report,Rapport,Reporte
260,Strategic Research for Sustainable Food and Nutrition Security in Asia,2010,Asian Development Bank (ADB),Asian Development Bank (ADB),Food Safety,,,,EN,Strategic Research for Sustainable Food and Nutrition Security in Asia.pdf,Asian Development Bank (ADB),Asian Development Bank (ADB),Strategic Research for Sustainable Food and Nutrition Security in Asia,Strategic Research for Sustainable Food and Nutrition Security in Asia,Other,Autres,Otro
261,Strategic Review of WTO-provided TRTA Activities,2006,Unity & Trust Society (CUTS) - India; Facultad Latinoamericana de Ciencias Sociales (FLACSO) - Argentina; North-South Institute (NSI) - Canada,World Trade Organization (WTO) ,SPS-General,,,,EN,Strategic Review of WTO-provided TRTA Activities.pdf,Organisation Mondiale du Commerce (OMC) ,Organización Mundial del Comercio (OMC) ,Strategic Review of WTO-provided TRTA Activities,Strategic Review of WTO-provided TRTA Activities,Report,Rapport,Reporte
262,Zambia Strategic Review - Feed the Future,2011,United States Agency for International Development (USAID),United States Agency for International Development (USAID),SPS-General,Zambia,Zambia,Zambie,EN,Strategic Review. Feed the Future.pdf,United States Agency for International Development (USAID),United States Agency for International Development (USAID),Zambia Strategic Review - Feed the Future,Zambia Strategic Review - Feed the Future,Paper,Papier,Papel
263,Study to Improve Compliance with EU Commission Sanitary Standards in the CARIFORUM Fisheries Sector,2006,John Landos; Stephen Smikle and Reuben Charles,European Union,Food Safety,,,,EN,Strengthening Fishery Products Health Conditions in ACP-Oct Countries.pdf,Union européenne,Unión Europea,Study to Improve Compliance with EU Commission Sanitary Standards in the CARIFORUM Fisheries Sector,Study to Improve Compliance with EU Commission Sanitary Standards in the CARIFORUM Fisheries Sector,Other,Autres,Otro
264,Strengthening national food control systems - Guidelines to assess capacity building needs,2006,Food and Agriculture Organization,Food and Agriculture Organization (FAO),Food Safety,,,,EN,Strengthening national food control systems - Guidelines to assess capacity building needs.pdf,Organisation des Nations Unies pour l'alimentation et l'agriculture (FAO),Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO),Strengthening national food control systems - Guidelines to assess capacity building needs,Strengthening national food control systems - Guidelines to assess capacity building needs,Report,Rapport,Reporte
265,Strengthening national food control systems - Quick guide to assess capacity building needs,2007,Food and Agriculture Organization (FAO),Food and Agriculture Organization (FAO),Food Safety,,,,EN,Strengthening national food control systems - Quick guide to assess capacity building needs.pdf,Organisation des Nations Unies pour l'alimentation et l'agriculture (FAO),Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO),Strengthening national food control systems - Quick guide to assess capacity building needs,Strengthening national food control systems - Quick guide to assess capacity building needs,Report,Rapport,Reporte
266,Studies on agriculture adaptation to climate change,2010,Songcai You; Kiyoshi Takahashi,"National Institute for Environmental Studies (NIES), Japan",Plant Health,,,,EN,Studies on agriculture adaptation to climate change.pdf,"National Institute for Environmental Studies (NIES), Japan","National Institute for Environmental Studies (NIES), Japan",Studies on agriculture adaptation to climate change,Studies on agriculture adaptation to climate change,Report,Rapport,Reporte
267,Suivi des Populations  des Mouches des Fruits et Démonstration d’un  Dispositif de Lutte Intégrée dans des Vergers de Manguiers,2007,Mbaye Ndiaye et. al,Direction de la Protection des Végétaux (DPV) du Sénégal,Plant Health,Senegal,Senegal,Sénégal,FR,Suivi des populations  des mouches des fruits.pdf,Direction de la Protection des Végétaux (DPV) du Sénégal,Direction de la Protection des Végétaux (DPV) du Sénégal,Suivi des Populations  des Mouches des Fruits et Démonstration d’un  Dispositif de Lutte Intégrée dans des Vergers de Manguiers,Suivi des Populations  des Mouches des Fruits et Démonstration d’un  Dispositif de Lutte Intégrée dans des Vergers de Manguiers,Paper,Papier,Papel
268,Summary Report - Project STDF/PG/108,2011,Ricardo Molins,Inter-American Institute for Cooperation on Agriculture (IICA),SPS-General,,,,EN,Summary Report - Project STDF_PG_108 (IICA).pdf,Institut interaméricain de coopération pour l'agriculture (IICA),Instituto Interamericano de Cooperación para la Agricultura (IICA),Summary Report - Project STDF/PG/108,Summary Report - Project STDF/PG/108,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
269,Taking a value chain approach in economic analysis for avian influenza: a necessary backdrop to economic analysis,2009,Nicoline de Haan and Jonathan Rushton,Food and Agriculture Organization (FAO),,,,,EN,Taking a value chain approach in economic analysis for Avian Influenza.pdf,Organisation des Nations Unies pour l'alimentation et l'agriculture (FAO),Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO),Taking a value chain approach in economic analysis for avian influenza: a necessary backdrop to economic analysis,Taking a value chain approach in economic analysis for avian influenza: a necessary backdrop to economic analysis,Paper,Papier,Papel
270,Technical Co-operation - SAG Chile,2009,Gonzalo Ríos K,Servicio Agrícola y Ganadero (SAG) de Chile,SPS-General,Chile,Chile,Chili,EN,Technical Co-operation - SAG Chile.pdf,Servicio Agrícola y Ganadero (SAG) de Chile,Servicio Agrícola y Ganadero (SAG) de Chile,Technical Co-operation - SAG Chile,Technical Co-operation - SAG Chile,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
271,The CBI and its SPS-related activities,2011,Bart Slob,Centre for the Promotion of Imports from developing countries (CBI),SPS-General,,,,EN,The CBI and its SPS-related activities.pdf,Centre for the Promotion of Imports from developing countries (CBI),Centre for the Promotion of Imports from developing countries (CBI),The CBI and its SPS-related activities,The CBI and its SPS-related activities,Powerpoint Presentation,Powerpoint Presentation,Powerpoint Presentation
272,The economic impact of foot and mouth disease control and eradication in the Philippines,2002,T.F. Randolph; B.D. Perry; C.C. Benigno; I.J. Santos; A.L. Agbayani; P. Coleman; R. Webb and L.J. Gleeson,World Organisation for Animal Health (OIE),Animal Health,Philippines,Filipinas,Philippines,EN,The economic impact of foot and mouth disease control and eradication in the Philippines.pdf,World Organisation for Animal Health (OIE),World Organisation for Animal Health (OIE),The economic impact of foot and mouth disease control and eradication in the Philippines,The economic impact of foot and mouth disease control and eradication in the Philippines,Paper,Papier,Papel
273,The Economics of Food Safety: The Case of Green Onions and Hepatitis A Outbreaks,2004,Linda Calvin; Belem Avendaño; Rita Schwentesius,United States Department of Agriculture (USDA),Food Safety,,,,EN,The Economics of Food Safety - The Case of Green Onions and Hepatitis A Outbreaks.pdf,United States Department of Agriculture (USDA),United States Department of Agriculture (USDA),The Economics of Food Safety: The Case of Green Onions and Hepatitis A Outbreaks,The Economics of Food Safety: The Case of Green Onions and Hepatitis A Outbreaks,Other,Autres,Otro
